code,name,credits,description
07-204,GREEK AND ROMAN MYTHOLOGY,4,"A study of the traditional cycles of Classical Mythology 
and the essential role myths played in Greek and Roman culture, especially the ways myth was 
employed to reinforce contemporary socio-political ideologies. Students will encounter the myths 
through a variety of ancient evidence, including literature, artwork, and material culture and engage 
with the most important historical and contemporary theories of mythology. Particular attention is 
given to the formation of these myths in the Near Eastern world and the recrystallization of Classical 
myth in later literature and art. (Fall, Spring) (H)"
07-344,TOPICS IN CLASSICAL CULTURE AND SOCIETY,4,"An interdisciplinary examination of topics in 
Ancient Greek and Roman culture and society. Students will learn to analyze the heterogenous 
ancient evidence through a variety of methods and consider these topics in the context of intercultural 
exchange within the global history of the Ancient Mediterranean. Develops proficiency in academic 
research and writing. All texts and documentary evidence will be read in translation. May be repeated 
with content changed. The range of topics includes Classics and the cinema; public spectacle in the 
Greek and Roman world; Greek and Roman warfare and society; the study of social mobility among 
sub-elite Romans; and Classical sites and monuments. (Fall, Spring) (H)"
07-444,ADVANCED TOPICS IN CLASSICAL CULTURE AND SOCIETY,4,"An interdisciplinary 
examination of complex topics in Ancient Greek and Roman culture and society with a focus on 
critical analysis of the heterogenous ancient evidence and the most important current secondary 
scholarship and theoretical approaches in the field. Students will consider these topics in the context 
of intercultural exchange within the global history of the Ancient Mediterranean. Develops advanced 
proficiency in academic research and writing. All texts and documentary evidence will be read in 
translation. May be repeated with content changed. The range of topics includes the ancient novel; 
Greek and Roman ethnographic literature; Greek and Roman religion and society; and state formation 
in the Iron Age Aegean and Italy. (Fall, Spring) (H)"
"07-001, 002, 003, 004",SELECTED TOPICS,4,May be repeated with change in content.
"07-301, 302, 303, 304",SELECTED TOPICS,4,May be repeated with change in content.
"07-901, 902, 903, 904",TUTORIAL,4,"07-941, 942, 943, 944 
ACADEMIC INTERNSHIP. Must be taken Pass/D/F."
"07-951, 952, 953, 954",INDEPENDENT STUDY,4,"May be repeated with change in content. 07-954 may serve as Capstone. 
(Fall, Spring) 
154"
07-964,SEMINAR,4,"An interdisciplinary study of various aspects of Greek and Roman antiquity. May be 
repeated with change of content."
07-984,HONORS,4,"By invitation only. 
French (FRE) 
All courses are taught in French."
11-204,CONVERSATION AND CULTURE,4,"This course strengthens conversation as well as intercultural 
skills. Students learn informal vocabulary and slang, discuss contemporary cultural contexts, norms 
and perspectives analyze everyday culture . Students acquire in-depth awareness of everyday French 
culture and language, and they practice casually spoken French daily in small groups or more 
structured role plays. Students improve their reading, writing and critical thinking skills. Develops 
intermediate and advanced oral and written proficiencies. Contributes to International Studies.  
Prerequisite: French 11-164, or equivalent placement. (Spring) (H) (WA)"
11-314,WORLD WAR II FRANCE,4,"This course deals with the collapse of human rights that followed the 
Nazi occupation of France. It focuses on the collaborationist stance of those French people who chose 
to cooperate with the Nazis and the resistance movement of the French people who decided to fight 
both the Nazis and the collaborators. The course goes beyond traditional representations that focus on 
the role that white French men played in the conflict by including diverse marginalized groups who 
were targeted by the Nazis. Students will closely analyze these topics in acclaimed films and texts of 
various genres. Contributes to International Studies. Prerequisite: French 11-204, or equivalent 
placement. (H) (WA)"
11-334,FRENCH CINEMA,4,"This course provides an introduction to French cinema. It closely analyzes films 
from the period 1900-present. Topics encourage students to make interdisciplinary connections 
regarding social, political and cultural issues. Students refine their critical thinking and cultural 
literacy skills, sharpen their linguistic facility and accuracy, and expand their awareness of the French 
and Francophone world. The course also includes practice of essay writing skills as related to 
contemporary film. Offerings alternate between French Cinema and Women in/on Film. Develops 
intermediate and advanced oral and written proficiencies. May be repeated with change in topic. 
Contributes to International Studies. Prerequisite: French 11-204, or equivalent placement. (H) (WA)"
11-354,TOPICS IN FRENCH CULTURE,4,"This course closely analyzes French and/or Francophone identities 
as voiced in authentic materials including text, images, video, films and music. Focused topics 
encourage students to make interdisciplinary connections regarding social, political and cultural 
issues. Develops intermediate and advanced cultural proficiencies. Offerings alternate between French 
Civilization 1: History of French Culture, French Civilization 2: Contemporary French Culture, and 
French Civilization 3: French Food Culture. May be repeated with change in topic. Contributes to 
International Studies. Prerequisite: French 11-204, or equivalent placement. (H) (WA)"
11-364,TRANSLATION AND CULTURE,4,"In this course conducted in French, students learn translation 
techniques and apply them to media articles, web content, marketing material, film and literature. 
Students increase their familiarity with contemporary French popular culture and current sociocultural 
trends. They gain practice in interpreting French concepts and relating them to American equivalents, 
as well as in analyzing and applying advanced French grammar. Develops intercultural skills, critical 
thinking skills and related oral and written proficiencies at the intermediate to advanced level. 
Contributes to International Studies.  Prerequisite: French 11-204, or equivalent placement. (H) (WA)"
11-514,STUDIES IN FRENCH LITERATURE,4,"This course studies selected texts from the modern period, as 
related to French social, cultural and literary history. Intensive work supports the development of 
advanced proficiency. May be repeated with change in topic. Contributes to International Studies. 
Prerequisite: One upper-level French course. (Spring) (H) (WA)"
11-604,TOPICS IN LITERATURE AND CULTURE,4,"This course focuses on single authors, movements or 
themes. Offerings include Paris/Cities/Parisians, and Plural France. Intensive work supports the 
development of advanced proficiency regarding social, cultural and literary contexts. May be repeated 
with change in topic. Contributes to International Studies. Prerequisite: One upper-level French 
course. (Spring) (H) (WA)"
11-934,CAPSTONE SEMINAR,4,"This course fulfills the capstone requirement in French. As an integrative 
experience, the capstone challenges students to interrelate knowledge, insights and perspectives 
gained in their French studies and in their undergraduate experience. Students will be guided through 
independent research and writing that demonstrates advanced proficiency. They will produce an 
extended formal research paper and deliver a formal oral presentation introducing their project and its 
original analysis to a French-speaking public. (Spring) (H) (WA)"
"11-001, 002, 003, 004",SELECTED TOPICS,4,May be repeated with change in topic.
